Empresa;Origem do Grão;Região de Origem do Grão;REF;Data de Revisão;Percentual de Cacau;Localização da Empresa;Avaliação;Tipo de Grão
Feitoria Cacao;Blue Mountain;Jamaica;1732;2016;76%;Portugal;3;
Feitoria Cacao;Cuyagua;Venezuela;1736;2016;76%;Portugal;2.5;
Feitoria Cacao;Maya Mountain;Belize;1736;2016;76%;Portugal;2.75;Trinitario
Felchlin;Grenada;Grenada;494;2010;58%;Switzerland;3.5;Trinitario
Felchlin;Supremo- SF;;105;2006;62%;Switzerland;2;
Felchlin;Elvesia P.;Dominican Republic;105;2006;74%;Switzerland;3;Trinitario, Criollo
Felchlin;Madagascar, Grand Cru;Madagascar;48;2006;64%;Switzerland;3;Criollo
Felchlin;Maracaibo Clasificado;Venezuela;48;2006;65%;Switzerland;3;Criollo
Felchlin;Arriba;Ecuador;48;2006;72%;Switzerland;3.5;Forastero (Arriba)
Felchlin;Alto Beni, Cru Savage;Bolivia;56;2006;68%;Switzerland;4;Criollo (Wild)
Finca;Puerto Rico;Puerto Rico;1283;2014;65%;U.S.A.;2.25;
Finca;Dominican Republic;Dominican Republic;1283;2014;80%;U.S.A.;3;
Finca;Dominican Republic;Dominican Republic;1283;2014;70%;U.S.A.;3.25;
Finca;Dominican Republic;Dominican Republic;1287;2014;85%;U.S.A.;2.5;
Forever Cacao;Rio Eni;Peru;1267;2014;72%;U.K.;2.75;Criollo
Forteza (Cortes);Dominican Republic;Domincan Republic;1776;2016;70%;Puerto Rico;2.75;
Forteza (Cortes);Puerto Rico;Domincan Republic;1776;2016;80%;Puerto Rico;2.75;
Fossa;Akesson's E., Sambirano V.;Madagascar;1772;2016;70%;Singapore;2.75;
Fossa;Camino Verde P., Balao, Guayas;Ecuador;1776;2016;75%;Singapore;3.5;
Fossa;Kokoa Kamili Coop, Kilombero;Tanzania;1776;2016;67%;Singapore;3.75;Trinitario
Franceschi;Choroni;Venezuela;1355;2014;70%;Venezuela;3.5;
Franceschi;Ocumare;Venezuela;1355;2014;70%;Venezuela;3.75;
Franceschi;Canoabo;Venezuela;911;2012;70%;Venezuela;3.75;
Franceschi;Sur del Lago;Venezuela;915;2012;60%;Venezuela;3.5;
Frederic Blondeel;Costa Rica;Costa Rica;1538;2015;70%;Belgium;3.5;
Frederic Blondeel;Peru Brutus;Peru;1538;2015;75%;Belgium;3.5;
Frederic Blondeel;Vietnam;Vietnam;1542;2015;80%;Belgium;3;Trinitario
Frederic Blondeel;Ghana;Ghana;1351;2014;60%;Belgium;3.5;Forastero
Frederic Blondeel;Madagascar;Madagascar;1351;2014;65%;Belgium;3.5;Trinitario
French Broad;Norandino, batch 161208;Peru;1940;2017;70%;U.S.A.;3.5;
French Broad;Guatemala;Guatemala;1634;2015;73%;U.S.A.;3.5;
French Broad;San Andres;Costa Rica;1209;2014;80%;U.S.A.;3;
French Broad;Matagalpa;Nicaragua;1295;2014;68%;U.S.A.;3.25;
French Broad;Palo Blanco, Chulucanas;Peru;1042;2013;66%;U.S.A.;3.5;
French Broad;Tumbes Coop;Peru;883;2012;70%;U.S.A.;2.5;Criollo
French Broad;Palo Blanco, Chulucanas;Peru;883;2012;61%;U.S.A.;3.5;
French Broad;Palo Blanco w/ panela, Chulucanas;Peru;887;2012;81%;U.S.A.;2;
French Broad;Maranon Canyon, Fortunato No. 4;Peru;781;2011;70%;U.S.A.;3.5;Forastero (Nacional)
French Broad;La Red;Dominican Republic;785;2011;65%;U.S.A.;3.5;
Fresco;Maranon, #228, MR, SC;Peru;1383;2014;70%;U.S.A.;3;Forastero (Nacional)
Fresco;Maranon, #227, LR, MC;Peru;1383;2014;70%;U.S.A.;3.5;Forastero (Nacional)
Fresco;Maranon, #229, MR, LC;Peru;1383;2014;70%;U.S.A.;3.5;Forastero (Nacional)
Fresco;Maranon, #230, DR, LC;Peru;1387;2014;70%;U.S.A.;3.5;Forastero (Nacional)
Fresco;Conacado, #223, MR, SC;Dominican Republic;1030;2013;72%;U.S.A.;3.25;
Fresco;Conacado, #224, MR, MC;Dominican Republic;1081;2013;72%;U.S.A.;3.75;
Fresco;San Martin, Bellavista Coop, #226, DR, MC;Peru;1117;2013;70%;U.S.A.;3.75;
Fresco;Bellavista Coop, #225, LR, MC, CG Exclusive;Peru;1149;2013;70%;U.S.A.;4;Trinitario
Fresco;Markham Valley, #219, LR, MC;Papua New Guinea;899;2012;69%;U.S.A.;3.5;
Fresco;Markham Valley, #221, DR, MC;Papua New Guinea;899;2012;69%;U.S.A.;3.5;
Fresco;Sambirano Valley, #216, MR, LC;Madagascar;915;2012;74%;U.S.A.;4;Trinitario
Fresco;Markham Valley, #220, MR, MC;Papua New Guinea;927;2012;69%;U.S.A.;4;Trinitario
Fresco;Markham Valley, #222, LR, 0C;Papua New Guinea;931;2012;69%;U.S.A.;3;Trinitario
Fresco;Ghana, #211, MR, MC;Ghana;636;2011;74%;U.S.A.;2.75;Forastero
Fresco;Jamaica, #209, DR, SC;Jamaica;642;2011;70%;U.S.A.;3.25;Trinitario
Fresco;Conacado, #212, LR, SC;Dominican Republic;642;2011;72%;U.S.A.;3.5;
Fresco;Jamaica, #210, DR, MC;Jamaica;642;2011;70%;U.S.A.;3.5;Trinitario
Fresco;Sambirano Valley, #214, LR, MC;Madagascar;682;2011;74%;U.S.A.;2.75;Trinitario
Fresco;Conacado, #213, DR, -C;Dominican Republic;682;2011;72%;U.S.A.;3.25;
Fresco;Sambirano Valley, #215, MR, MC;Madagascar;688;2011;74%;U.S.A.;3;Trinitario
Fresco;Chuao, #218, MR, MC;Venezuela;745;2011;76%;U.S.A.;3.25;Trinitario
Fresco;Chuao, #217, DR, MC;Venezuela;745;2011;70%;U.S.A.;4;Trinitario
Fresco;Jamaica, #204, DR, SC;Jamaica;370;2009;80%;U.S.A.;2.75;Trinitario
Fresco;Jamaica, #206, DR, LC;Jamaica;370;2009;70%;U.S.A.;3;Trinitario
Fresco;Jamaica, #205, DR, MC;Jamaica;370;2009;70%;U.S.A.;3.25;Trinitario
Fresco;Carenero Superior, #203, MR, SC;Venezuela;370;2009;65%;U.S.A.;3.5;Criollo
Friis Holm;Rugoso, Bad Fermentation;Nicaragua;1912;2016;70%;Denmark;3.5;
Friis Holm (Bonnat);La Dalia;Nicaragua;1680;2015;60%;Denmark;3;
Friis Holm (Bonnat);La Dalia;Nicaragua;1680;2015;85%;Denmark;3.25;
Friis Holm (Bonnat);La Dalia;Nicaragua;1259;2014;70%;Denmark;3.5;
Friis Holm (Bonnat);Barba, Xoco;Nicaragua;1034;2013;70%;Denmark;3.25;
Friis Holm (Bonnat);Medagla, Xoco;Nicaragua;1034;2013;70%;Denmark;3.5;
Friis Holm (Bonnat);Chuno, triple turned, Xoco;Nicaragua;895;2012;70%;Denmark;3.25;Criollo, Trinitario
Friis Holm (Bonnat);Red Mayan, Xoco;Honduras;899;2012;70%;Denmark;3.25;Criollo, Trinitario
Friis Holm (Bonnat);Chuno, double turned, Xoco;Nicaragua;899;2012;70%;Denmark;3.25;Criollo, Trinitario
Friis Holm (Bonnat);Rugoso, Xoco;Nicaragua;923;2012;70%;Denmark;3.75;
Friis Holm (Bonnat);Johe, Xoco;Nicaragua;623;2011;70%;Denmark;3.25;Criollo, Trinitario
Friis Holm (Bonnat);Chuno, Xoco;Nicaragua;623;2011;70%;Denmark;3.5;Criollo, Trinitario
Friis Holm (Bonnat);Nicaliso, Xoco;Nicaragua;623;2011;70%;Denmark;3.5;Criollo, Trinitario
Fruition;Wild Bolivian, Batch 2;Bolivia;1780;2016;74%;U.S.A.;3.75;Beniano
Fruition;Coto Brus, Heirloom, Batch 1;Costa Rica;1780;2016;74%;U.S.A.;4;Amazon mix
Fruition;Gran Couva;Trinidad;1347;2014;70%;U.S.A.;3.75;Trinitario
Fruition;Maranon;Peru;1359;2014;76%;U.S.A.;3;Forastero (Nacional)
Fruition;La Red;Dominican Republic;1046;2013;70%;U.S.A.;3.75;
Fruition;Camino Verde;Ecuador;1185;2013;75%;U.S.A.;3;
Fruition;Peru;Peru;863;2012;70%;U.S.A.;2.5;
Fruition;Signature Blend;Costa Rica;753;2011;66%;U.S.A.;3.25;Trinitario
Fruition;Costa Rica;Costa Rica;781;2011;70%;U.S.A.;3;
Garden Island;Kaua'I, Alea Estate +world;Hawaii;1367;2014;85%;U.S.A.;2.5;Blend
Georgia Ramon;Akesson P.;Madagascar;1642;2015;65%;Germany;3.25;Trinitario
Georgia Ramon;ABOCFA Coop;Ghana;1642;2015;70%;Germany;4;Forastero
Georgia Ramon;Conacado Coop;Domincan Republic;1646;2015;70%;Germany;3.5;Trinitario
Georgia Ramon;Conacado Coop;Domincan Republic;1646;2015;80%;Germany;3.5;Trinitario
Georgia Ramon;Akesson P.;Madagascar;1646;2015;75%;Germany;3.5;Trinitario
Glennmade;Toledo District, 2015 Harvest;Belize;1848;2016;70%;U.S.A.;3.5;
Glennmade;Bahia;Brazil;1672;2015;66%;U.S.A.;3;Trinitario, Forastero
Goodnow Farms;Almendra Blanca, batch 1004;Mexico;1924;2016;77%;U.S.A.;2.75;
Goodnow Farms;El Carmen, batch 1003;Nicaragua;1924;2016;77%;U.S.A.;3.25;
Goodnow Farms;Asochivite, batch 1005;Guatemala;1924;2016;77%;U.S.A.;3.25;
Grand Place;Ben Tre, Dong Nai;Vietnam;741;2011;72%;Vietnam;3;Trinitario
Green & Black's (ICAM);Dark;;15;2006;70%;U.K.;2.5;
Green Bean to Bar;Madagascar;Madagascar;1896;2016;70%;Japan;3.5;
Grenada Chocolate Co.;Grenada;Grenada;494;2010;82%;Grenada;3.25;Trinitario
Grenada Chocolate Co.;Grenada;Grenada;363;2009;60%;Grenada;2.75;Trinitario
Grenada Chocolate Co.;Grenada;Grenada;241;2008;71%;Grenada;2.5;Trinitario
Guido Castagna;Arriba;Ecuador;355;2009;64%;Italy;3;Forastero (Arriba) ASS
Guido Castagna;Ghana;Ghana;355;2009;64%;Italy;3;Forastero
Guido Castagna;Trinidad & Tobago;Trinidad, Tobago;355;2009;64%;Italy;3;
Guido Castagna;Lacri Blend;Venezuela;355;2009;76%;Italy;3;
Guido Castagna;Blend;Ven, Trinidad, Ecuador;355;2009;64%;Italy;3.25;
Guittard;Epique, Blend No. 49;;1602;2015;70%;U.S.A.;3.75;
Guittard;Haiti;Haiti;1053;2013;65%;U.S.A.;2.75;
Guittard;Nicaragua;Nicaragua;1053;2013;65%;U.S.A.;2.75;
Guittard;Jamaica;Jamaica;1053;2013;65%;U.S.A.;3.25;Trinitario
Guittard;Ecuador;Ecuador;1053;2013;65%;U.S.A.;3.5;
Guittard;Coucher du Soleil;;654;2011;72%;U.S.A.;2.75;
Guittard;Lever du Soleil;;654;2011;61%;U.S.A.;3.25;
Guittard;Onyx;;654;2011;72%;U.S.A.;3.25;
Guittard;Trinidad;Trinidad;552;2010;65%;U.S.A.;3;Trinitario
Guittard;O'ahu, N. Shore, Waialua E., Kakoleka;Hawaii;316;2009;55%;U.S.A.;3;
Guittard;Nocturne;;387;2009;91%;U.S.A.;3;
Guittard;Complexite;;387;2009;70%;U.S.A.;3.5;Blend
Guittard;Machu Pichu;Peru;259;2008;65%;U.S.A.;3;
Guittard;Special Maker Reserve;;276;2008;64%;U.S.A.;3;
Guittard;Ocumare;Venezuela;276;2008;65%;U.S.A.;3.5;
Guittard;Quetzalcoatl;;147;2007;72%;U.S.A.;3.5;Blend
Guittard;Chucuri;Colombia;15;2006;65%;U.S.A.;3;Trinitario
Guittard;Sur del Lago;Venezuela;87;2006;65%;U.S.A.;2.5;Trinitario, Criollo
Guittard;Sambirano, Ambanja;Madagascar;87;2006;65%;U.S.A.;3.5;Criollo, +
Guittard;Los Rios, Quevedo;Ecuador;93;2006;65%;U.S.A.;3.5;Forastero (Arriba)
Guittard;Tsaranta;;93;2006;61%;U.S.A.;3.5;Blend
Guittard;Semisweet;;99;2006;61%;U.S.A.;3;Blend
Habitual;Papua New Guinea;Papua New Guinea;1197;2014;80%;Canada;2.75;
Habitual;Campesino w/ nibs;;1197;2014;74%;Canada;2.75;
Habitual;Dominican Republic;Dominican Republic;1197;2014;75%;Canada;3.25;
Habitual;Trinitario;;1197;2014;70%;Canada;3.5;Trinitario
Habitual;Downtown London;;1201;2014;65%;Canada;2.75;
Habitual;Africa meets Latina;;1201;2014;70%;Canada;3;
Habitual;Amazonas;;1201;2014;80%;Canada;3;
Habitual;Sharkey;Hawaii;1201;2014;66%;Canada;3.25;
Habitual;one hundred;;1205;2014;100%;Canada;2;
Hachez;Arriba;Ecuador;166;2007;77%;Germany;2.5;Forastero (Arriba)
Hacienda El Castillo;Don Homero- Cerecita Valley;Ecuador;1327;2014;55%;Ecuador;2.75;Trinitario
Hacienda El Castillo;Don Homero- Cerecita Valley;Ecuador;1327;2014;70%;Ecuador;3;Trinitario
Haigh;South America and Africa;South America, Africa;701;2011;70%;Australia;3;
Harper Macaw;Vale do Juliana, w/ nibs;Brazil;1808;2016;85%;U.S.A.;3.25;
Harper Macaw;Brazil Blend;Brazil;1696;2015;67%;U.S.A.;3;
Harper Macaw;Tome Acu E., Amazon Rainforest;Brazil;1700;2015;77%;U.S.A.;3.5;
Harper Macaw;Vale do Juliana E., Atlantic Forest;Brazil;1700;2015;74%;U.S.A.;3.5;
Heilemann;Peru;Peru;1876;2016;64%;Germany;2.75;
Heirloom Cacao Preservation (Brasstown);Maya Mtn, Moho R., Toledo D., 2015;Belize;1748;2016;70%;U.S.A.;3.25;Amazon
Heirloom Cacao Preservation (Fruition);Cota Brus, Terciopelo, 2015;Costa Rica;1748;2016;74%;U.S.A.;3.5;Amazon mix
Heirloom Cacao Preservation (Guittard);Alto Beni, Upper Rio Beni, 2014;Bolivia;1239;2014;67%;U.S.A.;3.5;Amazon, ICS
Heirloom Cacao Preservation (Guittard);Wild Beni, Lower Rio Beni, Tranquilidad, 2014;Bolivia;1243;2014;67%;U.S.A.;3;Beniano
Heirloom Cacao Preservation (Guittard);Los Rios, Hacienda Limon, Orecao, 2014;Ecuador;1243;2014;67%;U.S.A.;3.75;EET
Heirloom Cacao Preservation (Guittard);Maunawili, O'ahu, Agri Research C., 2014;Hawaii;1243;2014;67%;U.S.A.;3.75;
Heirloom Cacao Preservation (Manoa);Maunawili, O'ahu, Agri Research C., 2015;Hawaii;1744;2016;72%;U.S.A.;3.5;
Heirloom Cacao Preservation (Millcreek);Los Rios, Hacienda Limon, Orecao, 2015;Ecuador;1744;2016;70%;U.S.A.;3.5;EET
Heirloom Cacao Preservation (Mindo);Pinchincha, Mindo, Coop Nueva Esper., 2015;Ecuador;1748;2016;77%;U.S.A.;3.5;EET
Heirloom Cacao Preservation (Zokoko);Alto Beni, Upper Rio Beni, 2015;Bolivia;1744;2016;68%;U.S.A.;3.75;Amazon, ICS
Heirloom Cacao Preservation (Zokoko);Wild Beni, Lower Rio Beni, Tranquilidad, 2015;Bolivia;1744;2016;72%;U.S.A.;4;Beniano
hello cocoa;Uganda;Uganda;1458;2015;57%;U.S.A.;2.75;Forastero
hello cocoa;Venezuela;Venezuela;1462;2015;74%;U.S.A.;3.5;Criollo
hexx;Tanzania;Tanzania;1546;2015;70%;U.S.A.;2.75;
hexx;Madagascar;Madagascar;1546;2015;74%;U.S.A.;3;Trinitario
hexx;Venezuela;Venezuela;1546;2015;70%;U.S.A.;3;
hexx;Ecuador;Ecuador;1550;2015;73%;U.S.A.;3.25;
hexx;Peru;Peru;1550;2015;70%;U.S.A.;3.25;
Hogarth;Akesson's Estate;Madagascar;1712;2016;70%;New Zealand;2.75;Trinitario
Hogarth;Carenero Superior;Venezuela;1712;2016;72%;New Zealand;2.75;Trinitario
Hogarth;Conacado;Domincan Republic;1712;2016;75%;New Zealand;3.25;Trinitario
Hogarth;Gran Blanco;Peru;1712;2016;66%;New Zealand;3.5;Criollo
Hoja Verde (Tulicorp);Arriba;Ecuador;414;2009;80%;Ecuador;2;Forastero (Arriba) ASS
Hoja Verde (Tulicorp);Manabi;Ecuador;414;2009;80%;Ecuador;2.5;Forastero (Arriba) ASS
Hoja Verde (Tulicorp);Arriba;Ecuador;414;2009;72%;Ecuador;3;Forastero (Arriba) ASS
Hoja Verde (Tulicorp);Arriba;Ecuador;414;2009;58%;Ecuador;3.25;Forastero (Arriba) ASS
Hoja Verde (Tulicorp);Manabi;Ecuador;414;2009;58%;Ecuador;3.5;Forastero (Arriba) ASS
Holy Cacao;Maranon;Peru;1872;2016;70%;Israel;2.75;
Holy Cacao;Camino Verde P., Balao, Guayas;Ecuador;1466;2015;70%;Israel;3.5;
Holy Cacao;Sambirano;Madagascar;1466;2015;70%;Israel;3.5;Trinitario
Holy Cacao;Gran Couva;Trinidad;1466;2015;70%;Israel;3.5;Trinitario
Holy Cacao;Mara;Venezuela;1466;2015;70%;Israel;3.5;
Holy Cacao;Ivory Coast;Ivory Coast;431;2009;70%;Israel;2.5;
Holy Cacao;Hispaniola;Dominican Republic;431;2009;70%;Israel;2.75;
Holy Cacao;San Martin;Peru;431;2009;70%;Israel;3.5;
Holy Cacao;Hispaniola w/ nibs;Dominican Republic;431;2009;75%;Israel;3.75;
Honest;Ecuador, w/ nibs;Ecuador;1327;2014;72%;South Africa;2.5;
Hotel Chocolat;Pepiniere, single Cote;St. Lucia;1654;2015;70%;U.K.;2.75;
Hotel Chocolat;Marcial, single Cote, 2012;St. Lucia;1030;2013;70%;U.K.;4;Trinitario
Hotel Chocolat;Island Growers, 2012, 120hr c.;St. Lucia;1113;2013;100%;U.K.;1.75;Trinitario
Hotel Chocolat (Coppeneur);Trinidad;Trinidad;1038;2013;75%;U.K.;3;Trinitario
Hotel Chocolat (Coppeneur);Mekong Delta & Dong Nai;Vietnam;1038;2013;80%;U.K.;3.5;Trinitario
Hotel Chocolat (Coppeneur);Los Rios, H. Iara;Ecuador;1065;2013;90%;U.K.;3;Forastero (Nacional)
Hotel Chocolat (Coppeneur);Somia Plantation, Akesson, 2012;Madagascar;1065;2013;72%;U.K.;3;Trinitario
Hotel Chocolat (Coppeneur);Los Rios, H. Iara, 2012;Ecuador;1065;2013;82%;U.K.;3.5;Forastero (Nacional)
Hotel Chocolat (Coppeneur);Chanchamayo, Pichanadi, 2012, 60hr c.;Peru;1109;2013;100%;U.K.;2.75;
Hotel Chocolat (Coppeneur);Los Rios, H. Iara, 2012, 120hr c.;Ecuador;1113;2013;100%;U.K.;2.5;Forastero (Nacional)
Hotel Chocolat (Coppeneur);Conacado, 2012, 120hr c.;Dominican Republic;1113;2013;100%;U.K.;2.75;
Hotel Chocolat (Coppeneur);Sambirano;Madagascar;809;2012;66%;U.K.;3.5;Trinitario, Criollo
Hotel Chocolat (Coppeneur);Los Rios, H. Iara, 96hr c.;Ecuador;623;2011;80%;U.K.;3;Forastero (Nacional)
Hotel Chocolat (Coppeneur);Island Growers, 120hr c.;St. Lucia;623;2011;65%;U.K.;3;Trinitario
Hotel Chocolat (Coppeneur);Island Growers, 96hr c.;St. Lucia;623;2011;65%;U.K.;3.25;Trinitario
Hotel Chocolat (Coppeneur);Ecuador;Ecuador;552;2010;70%;U.K.;2.75;
Hotel Chocolat (Coppeneur);Santo Domingo;Dominican Republic;552;2010;70%;U.K.;3;
Hotel Chocolat (Coppeneur);Chuao;Venezuela;600;2010;70%;U.K.;2.75;Trinitario
Hotel Chocolat (Coppeneur);St. Lucia;St. Lucia;245;2008;72%;U.K.;3;
Hotel Chocolat (Coppeneur);Uganda;Uganda;296;2008;80%;U.K.;2.5;Forastero
Hotel Chocolat (Coppeneur);Tanzania;Tanzania;296;2008;75%;U.K.;2.75;
Hotel Chocolat (Coppeneur);Uba Budo;Sao Tome;300;2008;72%;U.K.;3;Forastero
Hummingbird;Lam Dong;Vietnam;1542;2015;70%;Canada;3.5;Trinitario
Hummingbird;Bolivia;Bolivia;1307;2014;70%;Canada;3;Criollo, Trinitario
Hummingbird;Bolivia, Bo-nib-ia, w/ nibs;Bolivia;1311;2014;70%;Canada;3;Criollo, Trinitario
Hummingbird;Momotombo;Nicaragua;1311;2014;70%;Canada;3;Trinitario
Hummingbird;Hispaniola;Dominican Republic;1311;2014;70%;Canada;3.75;Trinitario
Hummingbird;Zorzal Reserva w/ Charles Kerchner;Dominican Republic;1387;2014;70%;Canada;3.5;
Hummingbird;Ocumare, Cumboto;Venezuela;1097;2013;70%;Canada;3.25;Trinitario, Criollo
Hummingbird;Amazonas;Venezuela;1097;2013;70%;Canada;3.75;Forastero
Idilio (Felchlin);Chuao, Venezuela;Venezuela;1085;2013;72%;Switzerland;3.75;Trinitario
Idilio (Felchlin);Coopertiva Amazona;Venezuela;725;2011;72%;Switzerland;3.75;Criollo
Idilio (Felchlin);Sur del Lago, Amiari Meridena, Zulia, 48hr c.;Venezuela;725;2011;72%;Switzerland;3.75;
Idilio (Felchlin);Choroni, Finca Torres, 48hr c.;Venezuela;729;2011;72%;Switzerland;3.25;Criollo
Idilio (Felchlin);Ocumare, H. Cata, 48hr c.;Venezuela;733;2011;72%;Switzerland;3.75;Criollo
Idilio (Felchlin);Porcelana, Zulia;Venezuela;733;2011;74%;Switzerland;4;Criollo
Idilio (Felchlin);Ocumare, H. Cata, w/ nibs;Venezuela;737;2011;72%;Switzerland;3.5;Criollo
Idilio (Felchlin);Carenero Superior, Urrutia, Barlovento;Venezuela;737;2011;70%;Switzerland;4;Trinitario
Idilio (Felchlin);Coopertiva Amazona w/ nibs;Venezuela;737;2011;72%;Switzerland;4;Criollo
Idilio (Felchlin);Sur del Lago, Amiari Meridena, Zulia, w/ nibs;Venezuela;737;2011;72%;Switzerland;4;
Indah;India (south);India;1788;2016;61%;India;2.5;
Indaphoria;La Red;Dominican Republic;821;2012;70%;U.S.A.;3.25;
Indaphoria;Conacado, Manifesto;Dominican Republic;907;2012;70%;U.S.A.;2.75;
Indi;Honduras;Honduras;1255;2014;77%;U.S.A.;3;
iQ Chocolate;Satipo region, white label;Peru;943;2012;72%;Scotland;2.75;Criollo
iQ Chocolate;black label;Peru;943;2012;72%;Scotland;3;
Isidro;Madagascar;Madagascar;1275;2014;72%;U.S.A.;3.5;Trinitario
Isidro;Peru;Peru;1279;2014;72%;U.S.A.;2.25;
Isidro;Belize;Belize;1279;2014;72%;U.S.A.;3.25;Trinitario
Isidro;Dominican Republic;Dominican Republic;1279;2014;72%;U.S.A.;3.25;
Izard;Maya Mountain, Toledo, Batch 29;Belize;1542;2015;70%;U.S.A.;3.5;Trinitario
Izard;Elvesia P., Batch 32;Dominican Republic;1546;2015;70%;U.S.A.;2.75;
Jacque Torres;Trinatario Treasure;Ghana;5;2006;71%;U.S.A.;2;Trinitario
Jordis;Madagascar;Madagascar;1534;2015;63%;Czech Republic;2.75;Trinitario
Just Good Chocolate;Belize;Belize;1375;2014;70%;U.S.A.;3.5;Trinitario
Just Good Chocolate;Madagascar;Madagascar;1375;2014;70%;U.S.A.;3.5;Trinitario
Just Good Chocolate;Peru;Peru;1375;2014;70%;U.S.A.;4;
Kah Kow;Rizek Cacao, Cibao Valley, Domin. Rep.;Dominican Republic;1061;2013;70%;Domincan Republic;3.5;
Kah Kow;Rizek Cacao, Domin. Rep.;Dominican Republic;1069;2013;82%;Domincan Republic;3;
Kah Kow;Rizek Cacao, Domin. Rep.;Dominican Republic;1069;2013;55%;Domincan Republic;3.25;
Kah Kow;Rizek Cacao, Domin. Rep.;Dominican Republic;1073;2013;62%;Domincan Republic;3.25;
Kakao;Peru;Peru;837;2012;64%;Germany;2.5;
Kakao;Vanuatu;Vanuatu;387;2009;65%;Germany;3.75;Trinitario
Kallari (Ecuatoriana);Sisa 36hr/ W. F. blend prototype;Ecuador;241;2008;70%;Ecuador;3;
Kallari (Ecuatoriana);Sisa's Secret/ original micro;Ecuador;241;2008;70%;Ecuador;3.5;
Kallari (Ecuatoriana);Roberto;Ecuador;245;2008;75%;Ecuador;2.75;
Kallari (Ecuatoriana);Diego/ original micro;Ecuador;248;2008;85%;Ecuador;2.5;
Kallari (Ecuatoriana);Diego 48hr/ W.F. blend prototype;Ecuador;248;2008;85%;Ecuador;2.75;
Kallari (Ecuatoriana);Diego 60hr/ W.F. blend prototype;Ecuador;248;2008;85%;Ecuador;3;
Kallari (Ecuatoriana);Cacao Nacional W.F.;Ecuador;263;2008;75%;Ecuador;2.5;
Kallari (Ecuatoriana);Cacao Nacional W.F.;Ecuador;269;2008;85%;Ecuador;3;
Kaoka (Cemoi);Noir;;404;2009;70%;France;2.75;
Kaoka (Cemoi);Ecuador;Ecuador;423;2009;80%;France;2.75;
Kerchner;La Red, Project Reserva, Guaconejo;Dominican Republic;1133;2013;70%;U.S.A.;3.75;
Ki' Xocolatl;Dark;Mexico;431;2009;72%;Mexico;2;
Kiskadee;La Red, Guanconjeco;Dominican Republic;1251;2014;60%;U.S.A.;3;Trinitario
Kto;San Martin;Peru;1422;2014;72%;U.S.A.;2.5;
Kto;Ocumare;Venezuela;1422;2014;72%;U.S.A.;2.75;
Kto;Belize;Belize;1422;2014;72%;U.S.A.;3;Trinitario
Kto;Sambirano Valley;Madagascar;1422;2014;72%;U.S.A.;3.25;Trinitario
Kto;Belize;Belize;1426;2014;90%;U.S.A.;3.25;Trinitario
Kto;Elvesia;Dominican Republic;1426;2014;72%;U.S.A.;3.25;
Kto;ROIG;Dominican Republic;1426;2014;72%;U.S.A.;3.25;
K'ul;Kafupbo, Petit Bourg, De Borgnes;Haiti;1840;2016;70%;U.S.A.;3.25;
K'ul;Maranon, Fortunato No. 4;Peru;1852;2016;70%;U.S.A.;2.75;Forastero (Nacional)
K'ul;Los Rios, Hacienda Limon, Heirloom;Ecuador;1852;2016;70%;U.S.A.;3.75;
K'ul;Bahia, Fazenda Camboa;Brazil;1852;2016;70%;U.S.A.;3.75;Forastero
Kyya;Uganda;Uganda;1359;2014;72.5%;U.S.A.;2.5;Forastero
Kyya;Hispaniola;Dominican Republic;1359;2014;72.5%;U.S.A.;3;
Kyya;Ecuador;Ecuador;1363;2014;72.5%;U.S.A.;2.5;
Kyya;Madagascar;Madagascar;1363;2014;72.5%;U.S.A.;3;Trinitario
L.A. Burdick (Felchlin);Peru;Peru;891;2012;74%;U.S.A.;3.25;
L.A. Burdick (Felchlin);Brazil;Brazil;891;2012;70%;U.S.A.;4;
L.A. Burdick (Felchlin);Chuao;Venezuela;927;2012;68%;U.S.A.;3.75;Trinitario
L.A. Burdick (Felchlin);Quito;Ecuador;682;2011;74%;U.S.A.;3.75;
L.A. Burdick (Felchlin);Grenada;Grenada;576;2010;75%;U.S.A.;3.25;Trinitario
L.A. Burdick (Felchlin);Dominican Republic;Dominican Republic;576;2010;74%;U.S.A.;3.75;
L.A. Burdick (Felchlin);Venzuela;Venezuela;597;2010;71%;U.S.A.;3;
L.A. Burdick (Felchlin);Madagascar;Madagascar;431;2009;64%;U.S.A.;3.5;Trinitario
L.A. Burdick (Felchlin);Bolivian;Bolivia;451;2009;68%;U.S.A.;3;
La Chocolaterie Nanairo;Lumas, 2015 Harvest, Batch 6, brown sugar;Peru;1892;2016;70%;Japan;2.25;Trinitario, Criollo
La Chocolaterie Nanairo;Lumas, 2015 Harvest, Batch 7;Peru;1892;2016;70%;Japan;2.5;Trinitario, Criollo
La Chocolaterie Nanairo;Tumbes, 2013 Harvest, Batch 8;Peru;1892;2016;70%;Japan;3;Criollo
La Chocolaterie Nanairo;Belize, 2014 Harvest, Batch 9;Belize;1892;2016;70%;Japan;3;Trinitario, Criollo
La Maison du Chocolat (Valrhona);Cuana, 2013;Africa, Carribean, C. Am.;1121;2013;74%;France;2.75;
La Maison du Chocolat (Valrhona);Tobago;Tobago;1145;2013;60%;France;3.25;
La Maison du Chocolat (Valrhona);Acarigua, w/ nibs;Ecuador;1189;2013;56%;France;3.25;
